# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 12 04:34:25 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optmagblend: Optical Magnitude Blend Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_teffblend:   Effective Temperature Blend Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_def_reflink: Default Reference
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_def_reflink
3503,WASP-69,b,Transit,1,3.86813820,0.00000170,-0.00000170,0,0.045250,0.000530,-0.000530,0,0.000000,,,0,86.710,0.200,-0.200,0,0.26000,0.01700,-0.01700,0,Mass,1.057,0.047,-0.047,0,0.29100,0.04100,-0.04100,0,0,0,0,0,21h00m06.19s,315.025778,-05d05m39.9s,-5.094404,50.00,10.00,-10.00,0,9.870,0.030,0,,V (Johnson),9.398,,0,4715.00,50.00,-50.00,0,0,0.83,0.03,-0.03,0,0,0.81,0.03,-0.03,0,0,2014-10-15,0.0929000,0.0012000,-0.0012000,0,2455748.833440,0.000180,-0.000180,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.445.1114A target=ref>Anderson et al. 2014</a>
3504,WASP-7,b,Transit,1,4.95465800,0.00005500,-0.00004300,0,0.061800,0.001400,-0.003300,0,0.000000,,,0,89.600,0.400,-0.900,0,0.96000,0.13000,-0.13000,0,Mass,1.330,0.093,-0.093,0,0.54500,0.13300,-0.13300,0,0,0,0,0,20h44m10.23s,311.042609,-39d13m31.0s,-39.225273,140.00,15.00,-15.00,0,9.510,,0,,V (Johnson),9.348,,0,6400.00,100.00,,0,,1.28,0.07,-0.07,0,0,1.43,0.09,-0.09,0,0,2014-05-14,0.1573000,0.0024000,-0.0018000,0,2453985.014900,0.000900,-0.001200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...690L..89H target=ref> Hellier et al. 2008 </a>
3505,WASP-70 A,b,Transit,1,3.71302030,0.00000470,-0.00000470,0,0.048530,0.000620,-0.000620,0,0.000000,,,0,87.120,1.240,-0.650,0,0.59000,0.02200,-0.02200,0,Mass,1.164,0.073,-0.102,0,0.49900,0.13800,-0.08000,0,0,0,0,0,21h01m54.47s,315.476951,-13d25m59.6s,-13.433218,245.00,20.00,-20.00,0,10.790,0.080,0,,V (Johnson),,,,5763.00,79.00,-79.00,0,0,1.11,0.04,-0.04,0,0,1.22,0.06,-0.09,0,0,2014-10-15,0.1389000,0.0014000,-0.0019000,0,2455736.503480,0.000270,-0.000270,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.445.1114A target=ref>Anderson et al. 2014</a>
3506,WASP-71,b,Transit,1,2.90367470,0.00000680,-0.00000680,0,0.046190,0.000690,-0.000690,0,0.000000,,,0,84.900,2.200,-2.200,0,2.24200,0.08000,-0.08000,0,Mass,1.460,0.130,-0.130,0,0.94000,0.21000,-0.21000,0,0,0,0,0,01h57m03.20s,29.263338,+00d45m31.8s,0.758834,345.00,32.00,-32.00,0,10.560,0.090,0,,V (Johnson),,,,6059.00,98.00,-98.00,0,0,1.56,0.07,-0.07,0,0,2.26,0.17,-0.17,0,0,2014-05-14,0.2091000,0.0019000,-0.0019000,0,2455738.849740,0.000700,-0.000700,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...552A.120S target=ref> Smith et al. 2013 </a>
3507,WASP-72,b,Transit,1,2.21674210,0.00000810,-0.00000810,0,0.037080,0.000500,-0.000500,0,0.000000,,,0,81.600,3.200,-2.600,0,1.54610,0.05900,-0.05600,0,Mass,1.270,0.200,-0.200,0,0.96000,0.57000,-0.33000,0,0,0,0,0,02h44m09.60s,41.039999,-30d10m08.5s,-30.169039,340.00,60.00,-60.00,0,10.880,,0,,V (Johnson),,,,6250.00,100.00,-100.00,0,0,1.39,0.06,-0.06,0,0,1.98,0.24,-0.24,0,0,2014-05-14,0.1558000,0.0035000,-0.0029000,0,2455583.652900,0.002100,-0.002100,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...552A..82G target=ref> Gillon et al. 2013 </a>
3508,WASP-73,b,Transit,1,4.08722000,0.00022000,-0.00022000,0,0.055120,0.000600,-0.000530,0,0.000000,,,0,87.400,1.800,-2.400,0,1.88000,0.07000,-0.06000,0,Mass,1.160,0.120,-0.080,0,1.59600,0.34600,-0.39900,0,0,0,0,0,21h19m47.91s,319.949610,-58d08m56.0s,-58.148876,,,,,10.500,,0,,V (Johnson),10.213,,0,6036.00,120.00,-120.00,0,0,1.34,0.05,-0.04,0,0,2.07,0.19,-0.08,0,0,2014-05-14,0.2330000,0.0030000,-0.0030000,0,2456128.706300,0.001100,-0.001100,0,<a href=http://adsabs.harvard.edu/abs/2014A%26A...563A.143D target=ref> Delrez et al. 2014 </a>
3509,WASP-74,b,Transit,1,2.13775000,0.00000100,-0.00000100,0,0.037000,0.001000,-0.001000,0,0.000000,,,0,79.810,0.240,-0.240,0,0.95000,0.06000,-0.06000,0,Mass,1.560,0.060,-0.060,0,0.33000,0.03000,-0.03000,0,0,0,0,0,20h18m09.32s,304.538823,-01d04m32.4s,-1.075676,120.00,20.00,-20.00,0,9.700,,0,,V (Johnson),9.520,,0,5970.00,110.00,-110.00,0,0,1.48,0.12,-0.12,0,0,1.64,0.05,-0.05,0,0,2015-07-09,0.0955000,0.0008000,-0.0008000,0,2456506.891800,0.000200,-0.000200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015AJ....150...18H target=ref>Hellier et al. 2015</a>
3510,WASP-75,b,Transit,1,2.48419300,0.00000300,-0.00000300,0,0.037500,0.000700,-0.000800,0,0.000000,,,0,82.000,0.300,-0.200,0,1.07000,0.05000,-0.05000,0,Mass,1.270,0.048,-0.048,0,0.69000,0.08000,-0.07000,0,0,0,1,0,22h49m32.57s,342.385707,-10d40m32.0s,-10.675560,260.00,70.00,-70.00,0,11.450,0.010,0,,V (Johnson),,,,6100.00,100.00,-100.00,0,0,1.14,0.07,-0.07,0,0,1.26,0.04,-0.04,0,0,2014-05-14,0.0822000,0.0011000,-0.0011000,0,2456016.266900,0.000300,-0.000300,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...559A..36G target=ref> Gomez et al. 2013 </a>
3511,WASP-76,b,Transit,1,1.80988600,0.00000100,-0.00000100,0,0.033000,0.000500,-0.000500,0,0.000000,,,0,88.000,1.300,-1.600,0,0.92000,0.03000,-0.03000,0,Mass,1.830,0.060,-0.040,0,0.20100,0.01300,-0.01300,0,0,0,0,0,01h46m31.86s,26.632746,+02d42m01.9s,2.700539,120.00,20.00,-20.00,0,9.500,,0,,V (Johnson),,,,6250.00,100.00,-100.00,0,0,1.46,0.07,-0.07,0,0,1.73,0.04,-0.04,0,0,2016-01-21,0.1539000,0.0008000,-0.0008000,0,2456107.855070,0.000340,-0.000340,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...585A.126W target=ref>West et al. 2016</a>
3512,WASP-77 A,b,Transit,1,1.36003090,0.00000200,-0.00000200,0,0.024000,0.000360,-0.000360,0,0.000000,,,0,89.400,0.400,-0.700,0,1.76000,0.06000,-0.06000,0,Mass,1.210,0.020,-0.020,0,1.33000,0.04000,-0.04000,0,0,0,0,0,02h28m37.23s,37.155115,-07d03m38.5s,-7.060681,93.00,5.00,-5.00,0,10.300,,0,,V (Johnson),10.048,,0,5500.00,80.00,-80.00,0,0,1.00,0.04,-0.04,0,0,0.95,0.01,-0.01,0,0,2014-05-14,0.0900000,0.0003500,-0.0003500,0,2455870.449770,0.000140,-0.000140,0,<a href=http://adsabs.harvard.edu/abs/2013PASP..125...48M target=ref> Maxted et al. 2013 </a>
3513,WASP-78,b,Transit,1,2.17517632,0.00000470,-0.00000470,0,0.036200,0.000800,-0.000800,0,0.000000,,,0,83.200,2.300,-1.600,0,0.89000,0.08000,-0.08000,0,Mass,1.700,0.110,-0.110,0,0.23940,0.05320,-0.05320,0,0,0,0,0,04h15m01.50s,63.756240,-22d06m59.2s,-22.116434,550.00,120.00,-120.00,0,12.000,,0,,V (Johnson),12.116,,0,6100.00,150.00,,0,,1.17,0.13,,0,,1.60,0.41,,0,,2014-05-14,0.1953000,0.0013000,-0.0013000,0,2455882.358780,0.000530,-0.000530,0,<a href=http://adsabs.harvard.edu/abs/2012A%26A...547A..61S target=ref> Smalley et al. 2012 </a>
3514,WASP-79,b,Transit,1,3.66238660,0.00000850,-0.00000850,0,0.053500,0.000800,-0.000800,0,0.000000,,,0,83.300,0.500,-0.500,0,0.90000,0.08000,-0.08000,0,Mass,2.090,0.140,-0.140,0,0.13000,0.03000,-0.03000,0,0,0,0,0,04h25m29.02s,66.370903,-30d36m01.6s,-30.600445,240.00,50.00,-50.00,0,10.100,,0,,V (Johnson),9.946,,0,6600.00,100.00,,0,,1.38,0.12,,0,,1.53,0.31,,0,,2014-05-14,0.1661000,0.0037000,-0.0037000,0,2455545.235300,0.001500,-0.001500,0,<a href=http://adsabs.harvard.edu/abs/2012A%26A...547A..61S target=ref> Smalley et al. 2012 </a>
3515,WASP-8,b,Transit,2,8.15871500,0.00001600,-0.00001500,0,0.080100,0.001400,-0.001600,0,0.310000,0.002900,-0.002400,0,88.550,0.150,-0.170,0,2.24400,0.07900,-0.09300,0,Mass,1.038,0.007,-0.047,0,,,,,0,0,0,0,23h59m36.07s,359.900292,-35d01m53.0s,-35.031391,87.00,7.00,-7.00,0,9.790,,0,,V (Johnson),9.560,,0,5600.00,80.00,,0,,1.03,0.06,,0,,0.94,0.05,,0,,2014-05-14,0.1832000,0.0030000,-0.0024000,0,2454679.333940,0.000500,-0.000430,0,<a href=http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q target=ref> Queloz et al. 2010 </a>
3516,WASP-8,c,Radial Velocity,2,4323.00000000,740.00000000,-380.00000000,0,5.280000,0.630000,-0.340000,0,0.000000,0.000000,0.000000,0,,,,,9.45000,2.26000,-1.04000,0,Msini,,,,,,,,,0,0,0,0,23h59m36.07s,359.900292,-35d01m53.0s,-35.031391,87.00,7.00,-7.00,0,9.790,,0,,V (Johnson),9.560,,0,5600.00,80.00,,0,,1.03,0.06,,0,,0.94,0.05,,0,,2014-05-14,,,,,,,,,<a href=http://adsabs.harvard.edu/abs/2014ApJ...785..126K target=ref> Knutson et al. 2014 </a>
3517,WASP-80,b,Transit,1,3.06785234,0.00000083,-0.00000079,0,0.034400,0.001000,-0.001100,0,0.002000,0.010000,-0.002000,0,89.020,0.110,-0.100,0,0.53800,0.03500,-0.03600,0,Mass,0.999,0.030,-0.031,0,0.71700,0.03900,-0.03200,0,0,0,0,0,20h12m40.18s,303.167407,-02d08m39.1s,-2.144208,60.00,20.00,-20.00,0,11.870,,0,,V (Johnson),,,,4143.00,92.00,-94.00,0,0,0.58,0.05,-0.05,0,0,0.59,0.02,-0.02,0,0,2015-04-16,0.0887917,0.0001292,-0.0001417,0,2456487.425006,0.000023,-0.000025,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.450.2279T target=ref>Triaud et al. 2015</a>
3518,WASP-81,b,Transit,1,2.71647620,0.00000230,-0.00000230,0,0.039080,0.000700,-0.000720,0,0.066000,,,1,88.690,0.880,-0.920,0,0.72900,0.03600,-0.03500,0,Mass,1.429,0.051,-0.046,0,0.33200,0.03100,-0.03100,0,0,0,0,0,20h16m49.89s,304.207886,+03d17m38.6s,3.294050,,,,,,,,,,,,,5870.00,120.00,-120.00,0,0,1.08,0.06,-0.06,0,0,1.28,0.04,-0.04,0,0,2017-02-02,,,,,2456195.574620,0.000230,-0.000200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.467.1714T target=ref>Triaud et al. 2017</a>
3519,WASP-82,b,Transit,1,2.70578200,0.00000300,-0.00000300,0,0.044700,0.000700,-0.000700,0,0.000000,,,0,87.900,1.400,-1.900,0,1.24000,0.04000,-0.04000,0,Mass,1.670,0.070,-0.050,0,0.35400,0.02300,-0.03900,0,0,0,0,0,04h50m38.56s,72.660671,+01d53m38.1s,1.893921,200.00,30.00,-30.00,0,10.100,,0,,V (Johnson),,,,6490.00,100.00,-100.00,0,0,1.63,0.08,-0.08,0,0,2.18,0.08,-0.05,0,0,2016-01-21,0.2077000,0.0012000,-0.0012000,0,2456157.989800,0.000500,-0.000500,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...585A.126W target=ref>West et al. 2016</a>
3520,WASP-83,b,Transit,1,4.97125200,0.00001500,-0.00001500,0,0.059000,0.001000,-0.001000,0,0.000000,,,0,88.900,0.700,-0.700,0,0.30000,0.03000,-0.03000,0,Mass,1.040,0.080,-0.050,0,0.35000,0.07000,-0.07000,0,0,0,0,0,12h40m36.50s,190.152085,-19d17m03.3s,-19.284243,300.00,50.00,-50.00,0,12.900,,0,,V (Johnson),,,,5510.00,110.00,-110.00,0,0,1.11,0.09,-0.09,0,0,1.05,0.06,-0.04,0,0,2015-07-09,0.1402000,0.0015000,-0.0015000,0,2455928.885300,0.000400,-0.000400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015AJ....150...18H target=ref>Hellier et al. 2015</a>
3521,WASP-84,b,Transit,1,8.52348650,0.00000700,-0.00000700,0,0.077100,0.001200,-0.001200,0,0.000000,,,0,88.368,0.050,-0.050,0,0.69400,0.02800,-0.02800,0,Mass,0.942,0.022,-0.022,0,1.10400,0.06400,-0.06400,0,0,0,0,0,08h44m25.70s,131.107099,+01d51m36.1s,1.860033,125.00,20.00,-20.00,0,10.830,0.080,0,,V (Johnson),,,,5314.00,88.00,-88.00,0,0,0.84,0.04,-0.04,0,0,0.75,0.01,-0.01,0,0,2014-10-15,0.1145200,0.0004600,-0.0004600,0,2454286.105830,0.000090,-0.000090,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.445.1114A target=ref>Anderson et al. 2014</a>
3522,WASP-85 A,b,Transit,1,2.65567770,0.00000044,-0.00000044,0,0.039000,0.001000,-0.001000,0,0.000000,,,0,89.690,0.110,-0.030,0,1.26500,0.06500,-0.06500,0,Mass,1.240,0.030,-0.030,0,0.88000,0.03000,-0.03000,0,0,0,1,0,11h43m38.01s,175.908386,+06d33m49.4s,6.563726,,,,,10.720,0.076,0,,V (Johnson),,,,6112.00,27.00,-27.00,0,0,1.09,0.08,-0.08,0,0,0.94,0.02,-0.02,0,0,2016-07-07,0.1081600,0.0000600,-0.0000200,0,2456847.472856,0.000014,-0.000014,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....151..150M target=ref>Mo&#x10D;nik et al. 2016</a>
3523,WASP-88,b,Transit,1,4.95400000,0.00001900,-0.00001900,0,0.064310,0.000650,-0.000620,0,0.000000,,,0,88.000,1.400,-1.500,0,0.56000,0.08000,-0.08000,0,Mass,1.700,0.130,-0.070,0,0.14600,0.04000,-0.04000,0,0,0,0,0,20h38m02.69s,309.511192,-48d27m43.4s,-48.462067,,,,,11.400,,0,,V (Johnson),11.417,,0,6431.00,130.00,-130.00,0,0,1.45,0.05,-0.05,0,0,2.08,0.12,-0.06,0,0,2014-05-14,0.2520000,0.0030000,-0.0020000,0,2456474.731540,0.000850,-0.000860,0,<a href=http://adsabs.harvard.edu/abs/2014A%26A...563A.143D target=ref> Delrez et al. 2014 </a>
3524,WASP-89,b,Transit,1,3.35642270,0.00000250,-0.00000250,0,0.042700,0.001200,-0.001200,0,0.193000,0.009000,-0.009000,0,89.400,0.500,-0.500,0,5.90000,0.40000,-0.40000,0,Mass,1.040,0.040,-0.040,0,7.00000,0.44000,-0.44000,0,0,0,0,0,20h55m35.99s,313.899962,-18d58m16.0s,-18.971106,,,,,13.100,,0,,V (Johnson),,,,5130.00,90.00,-90.00,0,0,0.92,0.08,-0.08,0,0,0.88,0.03,-0.03,0,0,2015-07-09,0.1025000,0.0004000,-0.0004000,0,2456207.021140,0.000120,-0.000120,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015AJ....150...18H target=ref>Hellier et al. 2015</a>
3525,WASP-90,b,Transit,1,3.91624300,0.00000300,-0.00000300,0,0.056200,0.001200,-0.001200,0,0.000000,,,0,82.100,0.400,-0.400,0,0.63000,0.07000,-0.07000,0,Mass,1.630,0.090,-0.090,0,0.19300,0.03600,-0.03600,0,0,0,0,0,21h02m07.67s,315.531971,+07d03m22.4s,7.056235,340.00,60.00,-60.00,0,11.700,,0,,V (Johnson),,,,6430.00,130.00,-130.00,0,0,1.55,0.10,-0.10,0,0,1.98,0.09,-0.09,0,0,2016-01-21,0.1398000,0.0022000,-0.0022000,0,2456235.563900,0.000500,-0.000500,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...585A.126W target=ref>West et al. 2016</a>
3526,WASP-91,b,Transit,1,2.79858100,0.00000300,-0.00000300,0,0.037000,0.001000,-0.001000,0,0.000000,,,0,86.800,0.400,-0.400,0,1.34000,0.08000,-0.08000,0,Mass,1.030,0.040,-0.040,0,1.59000,0.13000,-0.13000,0,0,0,0,0,23h51m22.89s,357.845367,-70d09m10.2s,-70.152832,150.72,5.87,-5.87,0,12.000,,0,,V (Johnson),11.521,,0,4920.00,80.00,-80.00,0,0,0.84,0.07,-0.07,0,0,0.86,0.03,-0.03,0,0,2017-08-17,0.0976000,0.0008000,-0.0008000,0,2456297.719000,0.000200,-0.000200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...604A.110A target=ref>Anderson et al. 2017</a>
3527,WASP-92,b,Transit,1,2.17467420,0.00000160,-0.00000160,0,0.034800,0.000360,-0.000360,0,0.000000,,,0,83.750,0.690,-0.690,0,0.80500,0.06800,-0.06800,0,Mass,1.461,0.077,-0.077,0,0.34600,0.05900,-0.05900,0,0,0,0,0,16h26m46.11s,246.692108,+51d02m28.0s,51.041115,530.00,90.00,-90.00,0,13.180,,0,,V (Johnson),,,,6280.00,120.00,-120.00,0,0,1.19,0.04,-0.04,0,0,1.34,0.06,-0.06,0,0,2016-09-08,0.1153000,0.0012000,-0.0012000,0,2456381.283400,0.000270,-0.000270,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.3276H target=ref>Hay et al. 2016</a>
3528,WASP-93,b,Transit,1,2.73253210,0.00000200,-0.00000200,0,0.042110,0.000350,-0.000350,0,0.000000,,,0,81.180,0.290,-0.290,0,1.47000,0.29000,-0.29000,0,Mass,1.597,0.077,-0.077,0,0.47900,0.11200,-0.11200,0,0,0,0,0,00h37m50.11s,9.458792,+51d17m19.5s,51.288761,250.00,60.00,-60.00,0,10.970,,0,,V (Johnson),,,,6700.00,100.00,-100.00,0,0,1.33,0.03,-0.03,0,0,1.52,0.04,-0.04,0,0,2016-09-08,0.0931000,0.0010000,-0.0010000,0,2456079.564200,0.000450,-0.000450,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.3276H target=ref>Hay et al. 2016</a>
3529,WASP-94 A,b,Transit,1,3.95019070,0.00000440,-0.00000300,0,0.055000,0.001000,-0.001000,0,0.130000,,,1,88.700,0.700,-0.700,0,0.45200,0.03500,-0.03200,0,Mass,1.720,0.060,-0.050,0,0.11800,0.01100,-0.01100,0,0,0,0,0,20h55m07.94s,313.783098,-34d08m08.0s,-34.135555,180.00,20.00,-20.00,0,10.100,,0,,V (Johnson),9.991,,0,6153.00,75.00,-76.00,0,0,1.45,0.09,-0.09,0,0,1.62,0.05,-0.04,0,0,2014-10-03,0.1870000,0.0009000,-0.0007000,0,2456416.401380,0.000260,-0.000260,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...572A..49N target=ref>Neveu-VanMalle et al. 2014</a>
3530,WASP-94 B,b,Radial Velocity,1,2.00839000,0.00024000,-0.00024000,0,0.033500,0.000600,-0.000500,0,0.000000,,,0,,,,,0.61800,0.02800,-0.02900,0,Msini,,,,,,,,,0,0,0,0,20h55m09.16s,313.788158,-34d08m07.9s,-34.135521,180.00,20.00,-20.00,0,10.500,,0,,V (Johnson),,,,6040.00,90.00,-90.00,0,0,1.24,0.09,-0.09,0,0,1.35,0.12,-0.12,0,0,2014-10-03,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A&A...572A..49N target=ref>Neveu-VanMalle et al. 2014</a>
3531,WASP-95,b,Transit,1,2.18467300,0.00000140,-0.00000140,0,0.034160,0.000830,-0.000830,0,0.000000,,,0,88.400,1.200,-2.100,0,1.13000,0.10000,-0.04000,0,Mass,1.210,0.060,-0.060,0,1.13000,0.09000,-0.27000,0,0,0,0,0,22h29m49.73s,337.457189,-48d00m11.1s,-48.003086,,,,,,,,,,9.882,,0,5630.00,130.00,-130.00,0,0,1.11,0.09,-0.09,0,0,1.13,0.08,-0.04,0,0,2014-05-14,0.1160000,0.0010000,-0.0010000,0,2456338.458510,0.000240,-0.000240,0,<a href=http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H target=ref> Hellier et al. 2014 </a>
3532,WASP-96,b,Transit,1,3.42526020,0.00000270,-0.00000270,0,0.045300,0.001300,-0.001300,0,0.000000,,,0,85.600,0.200,-0.200,0,0.48000,0.03000,-0.03000,0,Mass,1.200,0.060,-0.060,0,0.37000,0.05000,-0.05000,0,0,0,0,0,00h04m11.12s,1.046351,-47d21m38.3s,-47.360626,,,,,,,,,,,,,5540.00,140.00,-140.00,0,0,1.06,0.09,-0.09,0,0,1.05,0.05,-0.05,0,0,2014-05-14,0.1011000,0.0011000,-0.0011000,0,2456258.062100,0.000200,-0.000200,0,<a href=http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H target=ref> Hellier et al. 2014 </a>
